,Date,Stage,Distance Covered in km,Type,Departure,Arrival,Category UCI,Name,Family Name,Nationality,Dual National,Native Country,NC-From,NC-To,Adopted Country,AC-From,AC-To,Age,Date of Birth,City of Birth,Country of Birth,Date of Death,City of Death,Country of Death,1st Innings From,1st Innings To,2nd Innings From,2nd Innings To,3rd Innings From,3rd Innings To,Career Span,1st Gap,2nd Innings Span,2nd Gap,3rd Innings Span,Total Career Span,Full Name
1544,1962-03-07,10 ,184.5,Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Willy,Vannitsen,Belgium ,N,,1935-08-02,,,,,66 years,1935-08-02,Sint-Truiden (Limburg), Belgium ,19-08-2001,    Tienen (Brabant), Belgium,1954,1966,0,0,0,0,12,0,0,0,0,12,Willy Vannitsen
1545,1962-04-07,11 ,155.5,Stage,"    Bayonne (Aquitaine), France ","Pau (Aquitaine), France",,Eddy,Pauwels,Belgium ,N,,1935-02-05,,,,,81 years,1935-02-05,Bornem (Antwerpen), Belgium ,06-03-2017,    Edegem (Antwerpen), Belgium,1958,1966,0,0,0,0,8,0,0,0,0,8,Eddy Pauwels
1546,1962-05-07,12 ,207.5,Stage,"    Pau (Aquitaine), France ","Saint-Gaudens (Midi-Pyrenees), France",,Robert,Cazala,France ,N,,1934-07-01,,,,,85  years,1934-07-01,Bellocq (Aquitaine), France ,,,,1958,1968,0,0,0,0,10,0,0,0,0,10,Robert Cazala
1547,1962-06-07,13 ,18.0,Climb Time Trial,"    Luchon (Midi-Pyrenees), France ","Superbagnères (Midi-Pyrenees), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1548,1962-07-07,14 ,215.0,Stage,"    Luchon (Midi-Pyrenees), France ","Carcassonne (Languedoc-Roussillon), France",,Jean,Stablinski,France ,Y,   POL ,1932-05-21, 00-00-1948,,,,75 years,1932-05-21,Thun-Saint-Amand (Nord-Pas-de-Calais), France ,22-07-2007,    Lille (Nord-Pas-de-Calais), France,1953,1968,0,0,0,0,15,0,0,0,0,15,Jean Stablinski
1549,1962-08-07,15 ,196.5,Stage,"    Carcassonne (Languedoc-Roussillon), France ","Montpellier (Languedoc-Roussillon), France",,Willy,Vannitsen,Belgium ,N,,1935-08-02,,,,,66 years,1935-08-02,Sint-Truiden (Limburg), Belgium ,19-08-2001,    Tienen (Brabant), Belgium,1954,1966,0,0,0,0,12,0,0,0,0,12,Willy Vannitsen
1550,1962-09-07,16 ,185.0,Stage,"    Montpellier (Languedoc-Roussillon), France ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France",,Emile,Daems,Belgium ,N,,1938-04-04,,,,,81  years,1938-04-04,Genval (Brabant), Belgium ,,,,1959,1966,0,0,0,0,7,0,0,0,0,7,Emile Daems
1551,1962-10-07,17 ,201.0,Stage,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Juan-les-Pins (Provence-Alpes-Cote d'Azur), France",,Rudi,Altig,Germany ,N,,1937-03-18,,,,,79 years,1937-03-18,Mannheim (Baden-Wurttemberg), Germany ,11-06-2016,    Remagen (Rheinland-Pfalz), Germany,1959,1971,0,0,0,0,12,0,0,0,0,12,Rudi Altig
1552,1962-11-07,18 ,241.5,Stage,"    Juan-les-Pins (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Emile,Daems,Belgium ,N,,1938-04-04,,,,,81  years,1938-04-04,Genval (Brabant), Belgium ,,,,1959,1966,0,0,0,0,7,0,0,0,0,7,Emile Daems
1553,1962-12-07,19 ,204.5,Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France",,Raymond,Poulidor,France ,N,,1936-04-15,,,,,83  years,1936-04-15,Masbaraud-Mérignat (Limousin), France ,,,,1960,1977,0,0,0,0,17,0,0,0,0,17,Raymond Poulidor
1554,1962-07-13,20 ,68.0,Individual Time Trial,"    Bourgoin (Rhone-Alpes), France ","Lyon (Rhone-Alpes), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1555,1962-07-14,21 ,232.0,Stage,"    Lyon (Rhone-Alpes), France ","Nevers (Bourgogne), France",,Dino,Bruni,Italy ,N,,1932-04-13,,,,,87  years,1932-04-13,Portomaggiore (Emilia-Romagna), Italy ,,,,1956,1964,0,0,0,0,8,0,0,0,0,8,Dino Bruni
1556,1962-07-15,22 ,271.0,Stage,"    Nevers (Bourgogne), France ","Paris (Ile-de-France), France",,Rino,Benedetti,Italy ,N,,1928-11-18,,,,,73 years,1928-11-18,Ponte Buggianese (Toscana), Italy ,14-06-2002,    Lucca (Toscana), Italy,1951,1963,0,0,0,0,12,0,0,0,0,12,Rino Benedetti
1557,1962-07-15,Total Distance,4273.0,General Classification,"    Nancy (Lorraine), France ","Paris (Ile-de-France), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1558,1962-07-15,Total Distance,0.0,Mountains Classification,"    Nancy (Lorraine), France ","Paris (Ile-de-France), France",,Federico,Martín Bahamontes,Spain ,N,,1928-09-07,,,,,91  years,1928-09-07,Val de Santo Domingo (Castilla-La Mancha), Spain ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Federico Martín Bahamontes
1559,1962-07-15,Total Distance,0.0,Points Classification,"    Nancy (Lorraine), France ","Paris (Ile-de-France), France",,Rudi,Altig,Germany ,N,,1937-03-18,,,,,79 years,1937-03-18,Mannheim (Baden-Wurttemberg), Germany ,11-06-2016,    Remagen (Rheinland-Pfalz), Germany,1959,1971,0,0,0,0,12,0,0,0,0,12,Rudi Altig
1560,1961-06-25,1  part  a,136.5,Stage,"    Rouen (Haute-Normandie), France ","Versailles (Ile-de-France), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1561,1961-06-25,1  part  b,28.5,Individual Time Trial,"    Versailles (Ile-de-France), France ","Versailles (Ile-de-France), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1562,1961-06-26,2 ,230.5,Stage,"    Pontoise (Ile-de-France), France ","Roubaix (Nord-Pas-de-Calais), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1563,1961-06-27,3 ,197.5,Stage,"    Roubaix (Nord-Pas-de-Calais), France ","Charleroi (Hainaut), Belgium",,Emile,Daems,Belgium ,N,,1938-04-04,,,,,81  years,1938-04-04,Genval (Brabant), Belgium ,,,,1959,1966,0,0,0,0,7,0,0,0,0,7,Emile Daems
1564,1961-06-28,4 ,237.5,Stage,"    Charleroi (Hainaut), Belgium ","Metz (Lorraine), France",,Anatole,Novak,France ,N,,1937-12-02,,,,,82  years,1937-12-02,La Mure (Rhone-Alpes), France ,,,,1956,1972,0,0,0,0,16,0,0,0,0,16,Anatole Novak
1565,1961-06-29,5 ,221.0,Stage,"    Metz (Lorraine), France ","Strasbourg (Alsace), France",,Louis,Bergaud,France ,N,,1928-11-30,,,,,90  years,1928-11-30,Jaleyrac (Auvergne), France ,,,,1954,1963,0,0,0,0,9,0,0,0,0,9,Louis Bergaud
1566,1961-06-30,6 ,180.5,Stage,"    Strasbourg (Alsace), France ","Belfort (Franche-Comte), France",,Joseph,Planckaert,Belgium ,N,,1934-05-05,,,,,73 years,1934-05-05,Poperinge (West-Vlaanderen), Belgium ,22-05-2007,    Zwevegem (West-Vlaanderen), Belgium,1954,1965,0,0,0,0,11,0,0,0,0,11,Joseph Planckaert
1567,1961-01-07,7 ,214.5,Stage,"    Belfort (Franche-Comte), France ","Chalon-sur-Saône (Bourgogne), France",,Jean,Stablinski,France ,Y,   POL ,1932-05-21, 00-00-1948,,,,75 years,1932-05-21,Thun-Saint-Amand (Nord-Pas-de-Calais), France ,22-07-2007,    Lille (Nord-Pas-de-Calais), France,1953,1968,0,0,0,0,15,0,0,0,0,15,Jean Stablinski
1568,1961-02-07,8 ,240.5,Stage,"    Chalon-sur-Saône (Bourgogne), France ","Saint-Étienne (Rhone-Alpes), France",,Jean,Forestier,France ,N,,1930-07-10,,,,,88  years,1930-07-10,Lyon (Rhone-Alpes), France ,,,,1953,1965,0,0,0,0,12,0,0,0,0,12,Jean Forestier
1569,1961-03-07,9 ,230.0,Stage,"    Saint-Étienne (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France",,Charly,Gaul,Luxemburg ,N,,1932-08-12,,,,,72 years,1932-08-12,Pfaffental (Diekirch), Luxemburg ,06-12-2005,    Itzig (Luxembourg), Luxemburg,1953,1965,0,0,0,0,12,0,0,0,0,12,Charly Gaul
1570,1961-04-07,10 ,250.0,Stage,"    Grenoble (Rhone-Alpes), France ","Torino (Piemonte), Italy",,Guy,Ignolin,France ,N,,1936-11-14,,,,,75 years,1936-11-14,Vernou-sur-Brenne (Centre), France ,15-12-2011,    Perros-Guirec (Bretagne), France,1959,1968,0,0,0,0,9,0,0,0,0,9,Guy Ignolin
1571,1961-05-07,11 ,225.0,Stage,"    Torino (Piemonte), Italy ","Juan-les-Pins (Provence-Alpes-Cote d'Azur), France",,Guido,Carlesi,Italy ,N,,1936-07-11,,,,,82  years,1936-07-11,Vicarello (Toscana), Italy ,,,,1956,1966,0,0,0,0,10,0,0,0,0,10,Guido Carlesi
1572,1961-06-07,12 ,199.0,Stage,"    Juan-les-Pins (Provence-Alpes-Cote d'Azur), France ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France",,Michel,Van Aerde,Belgium ,N,,1933-02-10,,,,,85  years,1933-02-10,Zonnegem (Oost-Vlaanderen), Belgium ,,,,1955,1966,0,0,0,0,11,0,0,0,0,11,Michel Van Aerde
1573,1961-07-07,13 ,177.5,Stage,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Montpellier (Languedoc-Roussillon), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1574,1961-09-07,14 ,174.0,Stage,"    Montpellier (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France",,Eddy,Pauwels,Belgium ,N,,1935-02-05,,,,,81 years,1935-02-05,Bornem (Antwerpen), Belgium ,06-03-2017,    Edegem (Antwerpen), Belgium,1958,1966,0,0,0,0,8,0,0,0,0,8,Eddy Pauwels
1575,1961-10-07,15 ,206.0,Stage,"    Perpignan (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France",,Guido,Carlesi,Italy ,N,,1936-07-11,,,,,82  years,1936-07-11,Vicarello (Toscana), Italy ,,,,1956,1966,0,0,0,0,10,0,0,0,0,10,Guido Carlesi
1576,1961-11-07,16 ,208.0,Stage,"    Toulouse (Midi-Pyrenees), France ","Luchon (Midi-Pyrenees), France",,Imerio,Massignan,Italy ,N,,1937-02-01,,,,,82  years,1937-02-01,Altavilla Vicentina (Veneto), Italy ,,,,1959,1971,0,0,0,0,12,0,0,0,0,12,Imerio Massignan
1577,1961-12-07,17 ,197.0,Stage,"    Luchon (Midi-Pyrenees), France ","Pau (Aquitaine), France",,Eddy,Pauwels,Belgium ,N,,1935-02-05,,,,,81 years,1935-02-05,Bornem (Antwerpen), Belgium ,06-03-2017,    Edegem (Antwerpen), Belgium,1958,1966,0,0,0,0,8,0,0,0,0,8,Eddy Pauwels
1578,1961-07-13,18 ,207.0,Stage,"    Pau (Aquitaine), France ","Bordeaux (Aquitaine), France",,Martin,Van Geneugden,Belgium ,N,,1932-01-21,,,,,82 years,1932-01-21,Zutendaal (Limburg), Belgium ,08-07-2014,    Genk (Limburg), Belgium,1953,1963,0,0,0,0,10,0,0,0,0,10,Martin Van Geneugden
1579,1961-07-14,19 ,74.5,Individual Time Trial,"    Bergerac (Aquitaine), France ","Périgueux (Aquitaine), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1580,1961-07-15,20 ,309.5,Stage,"    Périgueux (Aquitaine), France "," , France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1581,1961-07-16,21 ,252.5,Stage,"     , France ","Paris (Ile-de-France), France",,Robert,Cazala,France ,N,,1934-07-01,,,,,85  years,1934-07-01,Bellocq (Aquitaine), France ,,,,1958,1968,0,0,0,0,10,0,0,0,0,10,Robert Cazala
1582,1961-07-16,Total Distance,4397.0,General Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Jacques,Anquetil,France ,N,,1934-08-01,,,,,53 years,1934-08-01,Mont-Saint-Aignan (Haute-Normandie), France ,18-11-1987,    La Neuville-Champ-d'Oisel (Haute-Normandie), France,1953,1969,0,0,0,0,16,0,0,0,0,16,Jacques Anquetil
1583,1961-07-16,Total Distance,0.0,Mountains Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,Imerio,Massignan,Italy ,N,,1937-02-01,,,,,82  years,1937-02-01,Altavilla Vicentina (Veneto), Italy ,,,,1959,1971,0,0,0,0,12,0,0,0,0,12,Imerio Massignan
1584,1961-07-16,Total Distance,0.0,Points Classification,"    Rouen (Haute-Normandie), France ","Paris (Ile-de-France), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1585,1960-06-26,1  part  a,108.0,Stage,"    Lille (Nord-Pas-de-Calais), France ","Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,Julien,Schepens,Belgium ,N,,1935-12-19,,,,,70 years,1935-12-19,Anzegem (West-Vlaanderen), Belgium ,16-08-2006,    Kruishoutem (Oost-Vlaanderen), Belgium,1957,1962,0,0,0,0,5,0,0,0,0,5,Julien Schepens
1586,1960-06-26,1  part  b,27.8,Individual Time Trial,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,Roger,Rivière,France ,N,,1936-02-23,,,,,40 years,1936-02-23,Saint-Etienne (Pays de la Loire), France ,01-04-1976,    Saint-Galmier (Rhone-Alpes), France,1957,1960,0,0,0,0,3,0,0,0,0,3,Roger Rivière
1587,1960-06-27,2 ,206.0,Stage,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ","Malo-les-Bains (Nord-Pas-de-Calais), France",,René,Privat,France ,N,,1930-04-12,,,,,64 years,1930-04-12,Coux (Rhone-Alpes), France ,19-07-1995,    Le Puy-en Velay (Auvergne), France,1953,1962,0,0,0,0,9,0,0,0,0,9,René Privat
1588,1960-06-28,3 ,209.0,Stage,"    Malo-les-Bains (Nord-Pas-de-Calais), France ","Caen (Basse-Normandie), France",,Nino,Defilippis,Italy ,N,,1932-03-21,,,,,78 years,1932-03-21,Torino (Piemonte), Italy ,13-07-2010,    Torino (Piemonte), Italy,1952,1964,0,0,0,0,12,0,0,0,0,12,Nino Defilippis
1589,1960-06-29,4 ,211.0,Stage,"    Dieppe (Haute-Normandie), France ","Caen (Basse-Normandie), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1590,1960-06-30,5 ,189.0,Stage,"    Caen (Basse-Normandie), France ","Saint-Malo (Bretagne), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1591,1960-01-07,6 ,191.0,Stage,"    Saint-Malo (Bretagne), France ","Lorient (Bretagne), France",,Roger,Rivière,France ,N,,1936-02-23,,,,,40 years,1936-02-23,Saint-Etienne (Pays de la Loire), France ,01-04-1976,    Saint-Galmier (Rhone-Alpes), France,1957,1960,0,0,0,0,3,0,0,0,0,3,Roger Rivière
1592,1960-02-07,7 ,244.0,Stage,"    Lorient (Bretagne), France ","Angers (Pays de la Loire), France",,Graziano,Battistini,Italy ,N,,1936-12-05,,,,,57 years,1936-12-05,Fosdinovo (Toscana), Italy ,22-01-1994,    Baccano (Umbria), Italy,1959,1968,0,0,0,0,9,0,0,0,0,9,Graziano Battistini
1593,1960-03-07,8 ,240.0,Stage,"    Angers (Pays de la Loire), France ","Limoges (Limousin), France",,Nino,Defilippis,Italy ,N,,1932-03-21,,,,,78 years,1932-03-21,Torino (Piemonte), Italy ,13-07-2010,    Torino (Piemonte), Italy,1952,1964,0,0,0,0,12,0,0,0,0,12,Nino Defilippis
1594,1960-04-07,9 ,225.0,Stage,"    Limoges (Limousin), France ","Bordeaux (Aquitaine), France",,Martin,Van Geneugden,Belgium ,N,,1932-01-21,,,,,82 years,1932-01-21,Zutendaal (Limburg), Belgium ,08-07-2014,    Genk (Limburg), Belgium,1953,1963,0,0,0,0,10,0,0,0,0,10,Martin Van Geneugden
1595,1960-05-07,10 ,228.0,Stage,"    Mont-de-Marsan (Aquitaine), France ","Pau (Aquitaine), France",,Roger,Rivière,France ,N,,1936-02-23,,,,,40 years,1936-02-23,Saint-Etienne (Pays de la Loire), France ,01-04-1976,    Saint-Galmier (Rhone-Alpes), France,1957,1960,0,0,0,0,3,0,0,0,0,3,Roger Rivière
1596,1960-06-07,11 ,161.0,Stage,"    Pau (Aquitaine), France ","Luchon (Midi-Pyrenees), France",,Kurt,Gimmi,Switzerland ,N,,1936-01-13,,,,,67 years,1936-01-13,Zürich (Zürich), Switzerland ,29-03-2003,    Zürich (Zürich), Switzerland,1958,1964,0,0,0,0,6,0,0,0,0,6,Kurt Gimmi
1597,1960-07-07,12 ,176.0,Stage,"    Luchon (Midi-Pyrenees), France ","Toulouse (Midi-Pyrenees), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1598,1960-08-07,13 ,224.0,Stage,"    Toulouse (Midi-Pyrenees), France ","Millau (Midi-Pyrenees), France",,Louis,Proost,Belgium ,N,,1935-07-04,,,,,73 years,1935-07-04,Halle (Antwerpen), Belgium ,02-02-2009,    Lier (Antwerpen), Belgium,1958,1967,0,0,0,0,9,0,0,0,0,9,Louis Proost
1599,1960-10-07,14 ,217.0,Stage,"    Millau (Midi-Pyrenees), France ","Avignon (Provence-Alpes-Cote d'Azur), France",,Martin,Van Geneugden,Belgium ,N,,1932-01-21,,,,,82 years,1932-01-21,Zutendaal (Limburg), Belgium ,08-07-2014,    Genk (Limburg), Belgium,1953,1963,0,0,0,0,10,0,0,0,0,10,Martin Van Geneugden
1600,1960-11-07,15 ,187.0,Stage,"    Avignon (Provence-Alpes-Cote d'Azur), France ","Gap (Provence-Alpes-Cote d'Azur), France",,Michel,Van Aerde,Belgium ,N,,1933-02-10,,,,,85  years,1933-02-10,Zonnegem (Oost-Vlaanderen), Belgium ,,,,1955,1966,0,0,0,0,11,0,0,0,0,11,Michel Van Aerde
1601,1960-12-07,16 ,172.0,Stage,"    Gap (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France",,Graziano,Battistini,Italy ,N,,1936-12-05,,,,,57 years,1936-12-05,Fosdinovo (Toscana), Italy ,22-01-1994,    Baccano (Umbria), Italy,1959,1968,0,0,0,0,9,0,0,0,0,9,Graziano Battistini
1602,1960-07-13,17 ,229.0,Stage,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Aix-les-Bains (Rhone-Alpes), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1603,1960-07-14,18 ,215.0,Stage,"    Aix-les-Bains (Rhone-Alpes), France ","Thonon-les-Bains (Rhone-Alpes), France",,Fernando,Manzaneque Sánchez,Spain ,N,,1934-04-02,,,,,70 years,1934-04-02,Campo de Criptana (Castilla-La Mancha), Spain ,05-06-2004,    Real (Galicia), Spain,1956,1968,0,0,0,0,12,0,0,0,0,12,Fernando Manzaneque Sánchez
1604,1960-07-15,19 ,83.0,Individual Time Trial,"    Pontarlier (Franche-Comte), France ","Besançon (Franche-Comte), France",,Rolf,Graf,Switzerland ,N,,1932-08-19,,,,,86 years,1932-08-19,Unterentfelden (Aargau), Switzerland ,18-01-2019,    Baden (Aargau), Switzerland,1952,1964,0,0,0,0,12,0,0,0,0,12,Rolf Graf
1605,1960-07-16,20 ,229.0,Stage,"    Besançon (Franche-Comte), France ","Troyes (Champagne-Ardenne), France",,Pierre,Beuffeuil,France ,N,,1934-10-30,,,,,84  years,1934-10-30,L'Eguille (Poitou-Charentes), France ,,,,1956,1967,0,0,0,0,11,0,0,0,0,11,Pierre Beuffeuil
1606,1960-07-17,21 ,200.0,Stage,"    Troyes (Champagne-Ardenne), France ","Paris (Ile-de-France), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1607,1960-07-17,Total Distance,0.0,Mountains Classification,"    Lille (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Imerio,Massignan,Italy ,N,,1937-02-01,,,,,82  years,1937-02-01,Altavilla Vicentina (Veneto), Italy ,,,,1959,1971,0,0,0,0,12,0,0,0,0,12,Imerio Massignan
1608,1960-07-17,Total Distance,0.0,Points Classification,"    Lille (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1609,1960-07-17,Total Distance,4173.0,General Classification,"    Lille (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France",,Gastone,Nencini,Italy ,N,,1930-01-03,,,,,49 years,1930-01-03,Barberino di Mugello (Toscana), Italy ,01-02-1980,    Florence (Toscana), Italy,1953,1965,0,0,0,0,12,0,0,0,0,12,Gastone Nencini
1610,1959-06-25,1 ,238.0,Stage,"    Mulhouse (Alsace), France ","Metz (Lorraine), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1611,1959-06-26,2 ,240.0,Stage,"    Metz (Lorraine), France ","Namur (Namur), Belgium",,Vito,Favero,Italy ,N,,1932-10-21,,,,,81 years,1932-10-21,Sarmede (Veneto), Italy ,16-05-2014,    Sarmede (Veneto), Italy,1956,1962,0,0,0,0,6,0,0,0,0,6,Vito Favero
1612,1959-06-27,3 ,217.0,Stage,"    Namur (Namur), Belgium ","Roubaix (Nord-Pas-de-Calais), France",,Robert,Cazala,France ,N,,1934-07-01,,,,,85  years,1934-07-01,Bellocq (Aquitaine), France ,,,,1958,1968,0,0,0,0,10,0,0,0,0,10,Robert Cazala
1613,1959-06-28,4 ,230.0,Stage,"    Roubaix (Nord-Pas-de-Calais), France ","Rouen (Haute-Normandie), France",,Dino,Bruni,Italy ,N,,1932-04-13,,,,,87  years,1932-04-13,Portomaggiore (Emilia-Romagna), Italy ,,,,1956,1964,0,0,0,0,8,0,0,0,0,8,Dino Bruni
1614,1959-06-29,5 ,286.0,Stage,"    Rouen (Haute-Normandie), France ","Rennes (Bretagne), France",,Jean,Graczyk,France ,Y,   POL ,1933-05-26, 23-06-1949,,,,71 years,1933-05-26,Neuvy-sur-Barangeon (Centre), France ,27-06-2004,    Vierzon (Centre), France,1957,1972,0,0,0,0,15,0,0,0,0,15,Jean Graczyk
1615,1959-06-30,6 ,45.33,Individual Time Trial,"    Blain (Pays de la Loire), France ","Nantes (Pays de la Loire), France",,Roger,Rivière,France ,N,,1936-02-23,,,,,40 years,1936-02-23,Saint-Etienne (Pays de la Loire), France ,01-04-1976,    Saint-Galmier (Rhone-Alpes), France,1957,1960,0,0,0,0,3,0,0,0,0,3,Roger Rivière
1616,1959-01-07,7 ,190.0,Stage,"    Nantes (Pays de la Loire), France ","La Rochelle (Poitou-Charentes), France",,Roger,Hassenforder,France ,N,,1930-07-23,,,,,89  years,1930-07-23,Sausheim (Alsace), France ,,,,1952,1965,0,0,0,0,13,0,0,0,0,13,Roger Hassenforder
1617,1959-02-07,8 ,201.0,Stage,"    La Rochelle (Poitou-Charentes), France ","Bordeaux (Aquitaine), France",,Michel,Dejouhannet,France ,N,,1935-03-07,,,,,83 years,1935-03-07,Châteauroux (Centre), France ,11-01-2019,    Le Poinçonnet (Centre), France,1957,1963,0,0,0,0,6,0,0,0,0,6,Michel Dejouhannet
1618,1959-03-07,9 ,207.0,Stage,"    Bordeaux (Aquitaine), France ","Bayonne (Aquitaine), France",,Marcel,Queheille,France ,N,,1930-03-16,,,,,89  years,1930-03-16,Sauguis (Aquitaine), France ,,,,1956,1963,0,0,0,0,7,0,0,0,0,7,Marcel Queheille
1619,1959-05-07,10 ,235.0,Stage,"    Bayonne (Aquitaine), France ","Bagnères-de-Bigorre (Midi-Pyrenees), France",,Marcel,Janssens,Belgium ,N,,1931-12-30,,,,,60 years,1931-12-30,Edegem (Antwerpen), Belgium ,29-07-1992,    Nukerke (Oost-Vlaanderen), Belgium,1954,1965,0,0,0,0,11,0,0,0,0,11,Marcel Janssens
1620,1959-06-07,11 ,119.0,Stage,"    Bagnères-de-Bigorre (Midi-Pyrenees), France ","Saint-Gaudens (Midi-Pyrenees), France",,André,Darrigade,France ,N,,1929-04-24,,,,,90  years,1929-04-24,Narrosse (Aquitaine), France ,,,,1951,1966,0,0,0,0,15,0,0,0,0,15,André Darrigade
1621,1959-07-07,12 ,184.0,Stage,"    Saint-Gaudens (Midi-Pyrenees), France ","Albi (Midi-Pyrenees), France",,Rolf,Graf,Switzerland ,N,,1932-08-19,,,,,86 years,1932-08-19,Unterentfelden (Aargau), Switzerland ,18-01-2019,    Baden (Aargau), Switzerland,1952,1964,0,0,0,0,12,0,0,0,0,12,Rolf Graf
