,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1242,Date:,20-07-1973,18º stage Distance:,216.5 km,Road – Stage,          Departure:,"    Brive-la-Gaillarde (Limousin), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1243,Date:,21-07-1973,19º stage Distance:,233.5 km,Road – Stage,          Departure:,"    Bourges (Centre), France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Barry,Family name:,Hoban,Nationality:,Great Britain ,Gender:, ,Age:,79  years,Date of birth:,05-02-1940,Place of birth:,"Wakefield (Wakefield), Great Britain ",Professional:,1962-1981,, , ,,,,,,,
1244,Date:,22-07-1973,20º stage part  a Distance:,16 km,Road – Individual Time Trial,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1245,Date:,22-07-1973,20º stage part  b Distance:,89 km,Road – Stage,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Bernard,Family name:,Thévenet,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,10-01-1948,Place of birth:,"Saint-Julien-de-Civry (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1246,Date:,22-07-1973, Distance:,4140 km,Classification – Road – Points Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,14-08-1943,Place of birth:,"Ranst (Antwerpen), Belgium ",Professional:,1965-1981,, , ,,,,,,,
1247,Date:,22-07-1973, Distance:,4140 km,Classification – Road – General Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1248,Date:,22-07-1973, Distance:,4140 km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Pedro,Family name:,Torres Cruces,Nationality:,Spain ,Gender:, ,Age:,70  years,Date of birth:,27-04-1949,Place of birth:,"Humilladero (Andalucia), Spain ",Professional:,1971-1980,, , ,,,,,,,
1249,Date:,22-07-1973, Distance:, km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,,Category UCI:,,,Name:,,Family name:,,Nationality:, ,Gender:, ,Age:, years,Date of birth:,,Place of birth:,MySQL retouneerde devolgende error: Table 'wielersite_main.wcd_' doesn't exist,,,,,,,,,,,,
1250,Date:,01-07-1972,Prologue  Distance:,7.2 km,Road – Prologue,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Angers (Pays de la Loire), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1251,Date:,02-07-1972,1º stage Distance:,235.5 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Saint-Brieuc (Bretagne), France",,,,Name:,Cyrille,Family name:,Guimard,Nationality:,France ,Gender:, ,Age:,72  years,Date of birth:,20-01-1947,Place of birth:,"Bougenais (Pays de la Loire), France ",Professional:,1968-1976,, , ,,,,,,,
1252,Date:,03-07-1972,2º stage Distance:,"206,5 km",Road – Stage,          Departure:,"    Saint-Brieuc (Bretagne), France ",              Arrival:,"La Baule-Escoublac (Pays de la Loire), France",,,,Name:,Rik,Family name:,Van Linden,Nationality:,Belgium ,Gender:, ,Age:,70  years,Date of birth:,28-07-1949,Place of birth:,"Wilrijk (Antwerpen), Belgium ",Professional:,1971-1983,, , ,,,,,,,
1253,Date:,04-07-1972,3º stage part  a Distance:,161 km,Road – Stage,          Departure:,"    Pornichet (Pays de la Loire), France ",              Arrival:,"Saint-Jean-de-Monts (Pays de la Loire), France",,,,Name:,Ercole,Family name:,Gualazzini,Nationality:,Italy ,Gender:, ,Age:,75  years,Date of birth:,22-06-1944,Place of birth:,"San Secondo Parmense (Emilia-Romagna), Italy ",Professional:,1966-1978,, , ,,,,,,,
1254,Date:,04-07-1972,3º stage part  b Distance:,16.2 km,Road – Team Time Trial,          Departure:,"    Merlin-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Merlin-Plage (Nord-Pas-de-Calais), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1255,Date:,05-07-1972,4º stage Distance:,236 km,Road – Stage,          Departure:,"    Merlin-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Royan (Poitou-Charentes), France",,,,Name:,Cyrille,Family name:,Guimard,Nationality:,France ,Gender:, ,Age:,72  years,Date of birth:,20-01-1947,Place of birth:,"Bougenais (Pays de la Loire), France ",Professional:,1968-1976,, , ,,,,,,,
1256,Date:,06-07-1972,5º stage part  a Distance:,133.5 km,Road – Stage,          Departure:,"    Royan (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,02-07-1943,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1965-1979,, , ,,,,,,,
1257,Date:,06-07-1972,5º stage part  b Distance:,12.7 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1258,Date:,07-07-1972,6º stage Distance:,205 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bayonne (Aquitaine), France",,,,Name:,Leo,Family name:,Duyndam,Nationality:,The Netherlands ,Gender:, ,Age:,42 years,Date of birth:,02-01-1948,Place of birth:,"Poeldijk (Zuid-Holland), The Netherlands ",Date of death:26-07-1990Place of death: ,"    Tourrettes-sur-Loup (Provence-Alpes-Cote d'Azur), France",Professional:,1967-1976,, , ,,,,,
1259,Date:,09-07-1972,7º stage Distance:,220.5 km,Road – Stage,          Departure:,"    Bayonne (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Yves,Family name:,Hézard,Nationality:,France ,Gender:, ,Age:,70  years,Date of birth:,20-10-1948,Place of birth:,"Donzy (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1260,Date:,10-07-1972,8º stage Distance:,163.5 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1261,Date:,11-07-1972,9º stage Distance:,179 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Colomiers (Midi-Pyrenees), France",,,,Name:,Jos,Family name:,Huysmans,Nationality:,Belgium ,Gender:, ,Age:,70 years,Date of birth:,18-12-1941,Place of birth:,"Beerzel (Antwerpen), Belgium ",Date of death:10-10-2012Place of death: ,"    Beerzel (Antwerpen), Belgium",Professional:,1964-1977,Commemorations, , ,,,,,
1262,Date:,12-07-1972,10º stage Distance:,210 km,Road – Stage,          Departure:,"    Castres (Midi-Pyrenees), France ",              Arrival:,"La Grande Motte (Languedoc-Roussillon), France",,,,Name:,Willy,Family name:,Teirlinck,Nationality:,Belgium ,Gender:, ,Age:,71  years,Date of birth:,10-08-1948,Place of birth:,"Teralfene (Brabant), Belgium ",Professional:,1970-1986,, , ,,,,,,,
1263,Date:,13-07-1972,11º stage Distance:,207 km,Road – Stage,          Departure:,"    Carnon-Plage (Languedoc-Roussillon), France ",              Arrival:,"Mont Ventoux (Provence-Alpes-Cote d'Azur), France",,,,Name:,Bernard,Family name:,Thévenet,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,10-01-1948,Place of birth:,"Saint-Julien-de-Civry (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1264,Date:,14-07-1972,12º stage Distance:,192 km,Road – Stage,          Departure:,"    Carpentras (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Orcières (Provence-Alpes-Cote d'Azur), France",,,,Name:,Lucien,Family name:,Van Impe,Nationality:,Belgium ,Gender:, ,Age:,72  years,Date of birth:,20-10-1946,Place of birth:,"Erpe-Mere (Oost-Vlaanderen), Belgium ",Professional:,1969-1987,, , ,,,,,,,
1265,Date:,16-07-1972,13º stage Distance:,201 km,Road – Stage,          Departure:,"    Orcières (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Briançon (Provence-Alpes-Cote d'Azur), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1266,Date:,17-07-1972,14º stage part  a Distance:,51 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Col du Galibier (Provence-Alpes-Cote d'Azur), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1267,Date:,17-07-1972,14º stage part  b Distance:,151 km,Road – Stage,          Departure:,"    Valloire (Rhone-Alpes), France ",              Arrival:,"Aix-les-Bains (Rhone-Alpes), France",,,,Name:,Cyrille,Family name:,Guimard,Nationality:,France ,Gender:, ,Age:,72  years,Date of birth:,20-01-1947,Place of birth:,"Bougenais (Pays de la Loire), France ",Professional:,1968-1976,, , ,,,,,,,
1268,Date:,18-07-1972,15º stage Distance:,28 km,Road – Stage,          Departure:,"    Aix-les-Bains (Rhone-Alpes), France ",              Arrival:,"Mont Revard (Rhone-Alpes), France",,,,Name:,Cyrille,Family name:,Guimard,Nationality:,France ,Gender:, ,Age:,72  years,Date of birth:,20-01-1947,Place of birth:,"Bougenais (Pays de la Loire), France ",Professional:,1968-1976,, , ,,,,,,,
1269,Date:,19-07-1972,16º stage Distance:,"198,5 km",Road – Stage,          Departure:,"    Aix-les-Bains (Rhone-Alpes), France ",              Arrival:,"Pontarlier (Franche-Comte), France",,,,Name:,Willy,Family name:,Teirlinck,Nationality:,Belgium ,Gender:, ,Age:,71  years,Date of birth:,10-08-1948,Place of birth:,"Teralfene (Brabant), Belgium ",Professional:,1970-1986,, , ,,,,,,,
1270,Date:,20-07-1972,17º stage Distance:,213 km,Road – Stage,          Departure:,"    Pontarlier (Franche-Comte), France ",              Arrival:,"Ballon d'Alsace (Lorraine), France",,,,Name:,Bernard,Family name:,Thévenet,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,10-01-1948,Place of birth:,"Saint-Julien-de-Civry (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1271,Date:,21-07-1972,18º stage Distance:,"257,5 km",Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Auxerre (Bourgogne), France",,,,Name:,Rini,Family name:,Wagtmans,Nationality:,The Netherlands ,Gender:, ,Age:,72  years,Date of birth:,26-12-1946,Place of birth:,"Sint Willebrord (Noord-Brabant), The Netherlands ",Professional:,1968-1973,, , ,,,,,,,
1272,Date:,22-07-1972,19º stage Distance:,230 km,Road – Stage,          Departure:,"    Auxerre (Bourgogne), France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Joseph,Family name:,Bruyere,Nationality:,Belgium ,Gender:, ,Age:,70  years,Date of birth:,05-10-1948,Place of birth:,"Maastricht (Limburg), The Netherlands ",Professional:,1970-1980,, , ,,,,,,,
1273,Date:,23-07-1972,20º stage part  a Distance:,42 km,Road – Individual Time Trial,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1274,Date:,23-07-1972,20º stage part  b Distance:,89 km,Road – Stage,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Willy,Family name:,Teirlinck,Nationality:,Belgium ,Gender:, ,Age:,71  years,Date of birth:,10-08-1948,Place of birth:,"Teralfene (Brabant), Belgium ",Professional:,1970-1986,, , ,,,,,,,
1275,Date:,23-07-1972, Distance:,3846 km,Classification – Road – General Classification,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1276,Date:,23-07-1972, Distance:, km,Classification – Road – Points Classification,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1277,Date:,23-07-1972, Distance:, km,Classification – Road – Mountains Classification,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Lucien,Family name:,Van Impe,Nationality:,Belgium ,Gender:, ,Age:,72  years,Date of birth:,20-10-1946,Place of birth:,"Erpe-Mere (Oost-Vlaanderen), Belgium ",Professional:,1969-1987,, , ,,,,,,,
1278,Date:,26-06-1971,Prologue  Distance:,11 km,Road – Team Time Trial,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Mulhouse (Alsace), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1279,Date:,27-06-1971,1º stage part  a Distance:,59.5 km,Road – Stage,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Basel (Basel-Stadt), Switzerland",,,,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,Date of birth:,17-07-1946,Place of birth:,"Ledegem (West-Vlaanderen), Belgium ",Professional:,1968-1977,, , ,,,,,,,
1280,Date:,27-06-1971,1º stage part  b Distance:,90 km,Road – Stage,          Departure:,"    Basel (Basel-Stadt), Switzerland ",              Arrival:,"Freiburg im Breisgau (Baden-Wurttemberg), Germany",,,,Name:,Gerben,Family name:,Karstens,Nationality:,The Netherlands ,Gender:, ,Age:,77  years,Date of birth:,14-01-1942,Place of birth:,"Voorburg (Zuid-Holland), The Netherlands ",Professional:,1965-1980,Websites:,http://www.gerbenkarstens.com, , ,,,,,,
1281,Date:,27-06-1971,1º stage part  c Distance:,"74,5 km",Road – Stage,          Departure:,"    Freiburg im Breisgau (Baden-Wurttemberg), Germany ",              Arrival:,"Mulhouse (Alsace), France",,,,Name:,Albert,Family name:,Van Vlierberghe,Nationality:,Belgium ,Gender:, ,Age:,49 years,Date of birth:,18-03-1942,Place of birth:,"Belsele (Oost-Vlaanderen), Belgium ",Date of death:20-12-1991Place of death: ,"    Sint-Niklaas (Oost-Vlaanderen), Belgium",Professional:,1966-1980,, , ,,,,,
1282,Date:,28-06-1971,2º stage Distance:,144 km,Road – Stage,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Strasbourg (Alsace), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1283,Date:,29-06-1971,3º stage Distance:,"165,5 km",Road – Stage,          Departure:,"    Strasbourg (Alsace), France ",              Arrival:,"Nancy (Lorraine), France",,,,Name:,Rini,Family name:,Wagtmans,Nationality:,The Netherlands ,Gender:, ,Age:,72  years,Date of birth:,26-12-1946,Place of birth:,"Sint Willebrord (Noord-Brabant), The Netherlands ",Professional:,1968-1973,, , ,,,,,,,
1284,Date:,30-06-1971,4º stage Distance:,242 km,Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Marche-en-Famenne (Luxembourg), Belgium",,,,Name:,Jean-Pierre,Family name:,Genet,Nationality:,France ,Gender:, ,Age:,64 years,Date of birth:,24-10-1940,Place of birth:,"Brest (Bretagne), France ",Date of death:15-03-2005Place of death: ,"    Loctudy (Bretagne), France",Professional:,1964-1977,, , ,,,,,
1285,Date:,01-07-1971,5º stage Distance:,208.5 km,Road – Stage,          Departure:,"    Dinant (Namur), Belgium ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,,Name:,Pietro,Family name:,Guerra,Nationality:,Italy ,Gender:, ,Age:,76  years,Date of birth:,28-06-1943,Place of birth:,"San Pietro di Morubio (Veneto), Italy ",Professional:,1966-1974,, , ,,,,,,,
1286,Date:,02-07-1971,6º stage part  a Distance:,127.5 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Amiens (Picardie), France",,,,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,Date of birth:,17-07-1946,Place of birth:,"Ledegem (West-Vlaanderen), Belgium ",Professional:,1968-1977,, , ,,,,,,,
1287,Date:,02-07-1971,6º stage part  b Distance:,133.5 km,Road – Stage,          Departure:,"    Amiens (Picardie), France ",              Arrival:,"Le Touquet (Nord-Pas-de-Calais), France",,,,Name:,Mauro,Family name:,Simonetti,Nationality:,Italy ,Gender:, ,Age:,71  years,Date of birth:,14-07-1948,Place of birth:,"Livorno (Toscana), Italy ",Professional:,1970-1979,, , ,,,,,,,
1288,Date:,04-07-1971,7º stage Distance:,257.5 km,Road – Stage,          Departure:,"    Rungis (Ile-de-France), France ",              Arrival:,"Nevers (Bourgogne), France",,,,Name:,Eric,Family name:,Leman,Nationality:,Belgium ,Gender:, ,Age:,73  years,Date of birth:,17-07-1946,Place of birth:,"Ledegem (West-Vlaanderen), Belgium ",Professional:,1968-1977,, , ,,,,,,,
1289,Date:,05-07-1971,8º stage Distance:,221 km,Road – Stage,          Departure:,"    Nevers (Bourgogne), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1290,Date:,06-07-1971,9º stage Distance:,153 km,Road – Stage,          Departure:,"    Clermont-Ferrand (Auvergne), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,,Name:,Walter,Family name:,Godefroot,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,02-07-1943,Place of birth:,"Gent (Oost-Vlaanderen), Belgium ",Professional:,1965-1979,, , ,,,,,,,
1291,Date:,07-07-1971,10º stage Distance:,188.5 km,Road – Stage,          Departure:,"    Saint-Étienne (Rhone-Alpes), France ",              Arrival:,"Grenoble (Rhone-Alpes), France",,,,Name:,Bernard,Family name:,Thévenet,Nationality:,France ,Gender:, ,Age:,71  years,Date of birth:,10-01-1948,Place of birth:,"Saint-Julien-de-Civry (Bourgogne), France ",Professional:,1970-1981,, , ,,,,,,,
1292,Date:,08-07-1971,11º stage Distance:,134 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Orcières (Provence-Alpes-Cote d'Azur), France",,,,Name:,Luis,Family name:,Ocaña Pernia,Nationality:,Spain ,Gender:, ,Age:,48 years,Date of birth:,09-06-1945,Place of birth:,"Priego (Castilla-La Mancha), Spain ",Date of death:19-05-1994Place of death: ,"    Caupenne-d'Armagnac (Midi-Pyrenees), France",Professional:,1968-1977,, , ,,,,,
1293,Date:,10-07-1971,12º stage Distance:,251 km,Road – Stage,          Departure:,"    Orcières (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Marseille (Provence-Alpes-Cote d'Azur), France",,,,Name:,Luciano,Family name:,Armani,Nationality:,Italy ,Gender:, ,Age:,78  years,Date of birth:,12-10-1940,Place of birth:,"Felegara (Emilia-Romagna), Italy ",Professional:,1965-1972,, , ,,,,,,,
1294,Date:,11-07-1971,13º stage Distance:,16.3 km,Road – Individual Time Trial,          Departure:,"    Albi (Midi-Pyrenees), France ",              Arrival:,"Albi (Midi-Pyrenees), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1295,Date:,12-07-1971,14º stage Distance:,214.5 km,Road – Stage,          Departure:,"    Revel (Midi-Pyrenees), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,,Name:,José Manuel,Family name:,Fuente Lavandera,Nationality:,Spain ,Gender:, ,Age:,50 years,Date of birth:,30-09-1945,Place of birth:,"Limanes (Asturias), Spain ",Date of death:18-07-1996Place of death: ,"    Oviedo (Asturias), Spain",Professional:,1970-1976,, , ,,,,,
1296,Date:,13-07-1971,15º stage Distance:,19.6 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Superbagnères (Midi-Pyrenees), France",,,,Name:,José Manuel,Family name:,Fuente Lavandera,Nationality:,Spain ,Gender:, ,Age:,50 years,Date of birth:,30-09-1945,Place of birth:,"Limanes (Asturias), Spain ",Date of death:18-07-1996Place of death: ,"    Oviedo (Asturias), Spain",Professional:,1970-1976,, , ,,,,,
1297,Date:,14-07-1971,16º stage part  a Distance:,145 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Gourette (Aquitaine), France",,,,Name:,Bernard,Family name:,Labourdette,Nationality:,France ,Gender:, ,Age:,73  years,Date of birth:,13-08-1946,Place of birth:,"Lurbe-Saint-Christau (Aquitaine), France ",Professional:,1969-1977,, , ,,,,,,,
1298,Date:,14-07-1971,16º stage part  b Distance:,"57,5 km",Road – Stage,          Departure:,"    Gourette (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,,Name:,Herman,Family name:,Van Springel,Nationality:,Belgium ,Gender:, ,Age:,76  years,Date of birth:,14-08-1943,Place of birth:,"Ranst (Antwerpen), Belgium ",Professional:,1965-1981,, , ,,,,,,,
1299,Date:,15-07-1971,17º stage Distance:,188 km,Road – Stage,          Departure:,"    Mont-de-Marsan (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1300,Date:,16-07-1971,18º stage Distance:,244 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Poitiers (Poitou-Charentes), France",,,,Name:,Jean-Pierre,Family name:,Danguillaume,Nationality:,France ,Gender:, ,Age:,73  years,Date of birth:,25-05-1946,Place of birth:,"Joué-lés-Tours (Centre), France ",Professional:,1969-1978,, , ,,,,,,,
1301,Date:,17-07-1971,19º stage Distance:,185 km,Road – Stage,          Departure:,"    Blois (Centre), France ",              Arrival:,"Versailles (Ile-de-France), France",,,,Name:,Jan,Family name:,Krekels,Nationality:,The Netherlands ,Gender:, ,Age:,72  years,Date of birth:,26-08-1947,Place of birth:,"Sittard-Geleen (Limburg), The Netherlands ",Professional:,1969-1978,, , ,,,,,,,
1302,Date:,18-07-1971,20º stage Distance:,"53,8 km",Road – Individual Time Trial,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1303,Date:,18-07-1971, Distance:,3689 km,Classification – Road – General Classification,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1304,Date:,18-07-1971, Distance:, km,Classification – Road – Mountains Classification,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Lucien,Family name:,Van Impe,Nationality:,Belgium ,Gender:, ,Age:,72  years,Date of birth:,20-10-1946,Place of birth:,"Erpe-Mere (Oost-Vlaanderen), Belgium ",Professional:,1969-1987,, , ,,,,,,,
1305,Date:,18-07-1971, Distance:, km,Classification – Road – Points Classification,          Departure:,"    Mulhouse (Alsace), France ",              Arrival:,"Paris (Ile-de-France), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1306,Date:,26-06-1970,Prologue  Distance:,"7,4 km",Road – Prologue,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"Limoges (Limousin), France",,,,Name:,Eddy,Family name:,Merckx,Nationality:,Belgium ,Gender:, ,Age:,74  years,Date of birth:,17-06-1945,Place of birth:,"Meensel-Kiezegem (Brabant), Belgium ",Professional:,1965-1978,, , ,,,,,,,
1307,Date:,27-06-1970,1º stage Distance:,"224,5 km",Road – Stage,          Departure:,"    Limoges (Limousin), France ",              Arrival:,"La Rochelle (Poitou-Charentes), France",,,,Name:,Cyrille,Family name:,Guimard,Nationality:,France ,Gender:, ,Age:,72  years,Date of birth:,20-01-1947,Place of birth:,"Bougenais (Pays de la Loire), France ",Professional:,1968-1976,, , ,,,,,,,
