0,1,2,3,4,5,6,7,8,9,10,11,12
,Date:,14-07-1980,17º stage Distance:,242 km,Road – Stage,          Departure:,"    Briançon (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,16-07-1980,18º stage Distance:,199 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Prapoutel (Rhone-Alpes), France",,,
,Date:,17-07-1980,19º stage Distance:,140 km,Road – Stage,          Departure:,"    Voreppe (Rhone-Alpes), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,
,Date:,18-07-1980,20º stage Distance:,"34,5 km",Road – Individual Time Trial,          Departure:,"    Saint-Etienne (Pays de la Loire), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,
,Date:,19-07-1980,21º stage Distance:,208 km,Road – Stage,          Departure:,"    Auxerre (Bourgogne), France ",              Arrival:,"Fontenay-sous-Bois (Ile-de-France), France",,,
,Date:,20-07-1980,22º stage Distance:,186 km,Road – Stage,          Departure:,"    Fontenay-sous-Bois (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1980, Distance:,3847 km,Classification – Road – Young Rider Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1980, Distance:,3847 km,Classification – Road – Points Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1980, Distance:,3847 km,Classification – Road – General Classification,          Departure:,"    Frankfurt am Main (Hessen), Germany ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,20-07-1980, Distance:,3847 km,Classification – Road – Mountains Classification,          Departure:,,              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,27-06-1979,Prologue  Distance:,5 km,Road – Prologue,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,28-06-1979,1º stage Distance:,225 km,Road – Stage,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Luchon (Midi-Pyrenees), France",,,
,Date:,29-06-1979,2º stage Distance:,23.9 km,Road – Individual Time Trial,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Superbagnères (Midi-Pyrenees), France",,,
,Date:,30-06-1979,3º stage Distance:,180.5 km,Road – Stage,          Departure:,"    Luchon (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,01-07-1979,4º stage Distance:,86.6 km,Road – Team Time Trial,          Departure:,"    Captieux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,02-07-1979,5º stage Distance:,145.5 km,Road – Stage,          Departure:,"    Neuville (Poitou-Charentes), France ",              Arrival:,"Angers (Pays de la Loire), France",,,
,Date:,03-07-1979,6º stage Distance:,238.5 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Saint-Brieuc (Bretagne), France",,,
,Date:,04-07-1979,7º stage Distance:,158.2 km,Road – Stage,          Departure:,"    Saint-Hilaire-du-Harcouët (Basse-Normandie), France ",              Arrival:,"Deauville (Basse-Normandie), France",,,
,Date:,05-07-1979,8º stage Distance:,90.2 km,Road – Team Time Trial,          Departure:,"    Deauville (Basse-Normandie), France ",              Arrival:,"Le Havre (Haute-Normandie), France",,,
,Date:,06-07-1979,9º stage Distance:,201.2 km,Road – Stage,          Departure:,"    Amiens (Picardie), France ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,07-07-1979,10º stage Distance:,124 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,08-07-1979,11º stage Distance:,33.4 km,Road – Individual Time Trial,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,09-07-1979,12º stage Distance:,193 km,Road – Stage,          Departure:,"    Rochefort (Namur), Belgium ",              Arrival:,"Metz (Lorraine), France",,,
,Date:,10-07-1979,13º stage Distance:,202 km,Road – Stage,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Ballon d'Alsace (Lorraine), France",,,
,Date:,12-07-1979,14º stage Distance:,248.2 km,Road – Stage,          Departure:,"    Belfort (Franche-Comte), France ",              Arrival:,"Évian (Rhone-Alpes), France",,,
,Date:,13-07-1979,15º stage Distance:,54.2 km,Road – Individual Time Trial,          Departure:,"    Évian (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,14-07-1979,16º stage Distance:,201.3 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Les Menuires (Rhone-Alpes), France",,,
,Date:,15-07-1979,17º stage Distance:,166.5 km,Road – Stage,          Departure:,"    Les Menuires (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,16-07-1979,18º stage Distance:,118.5 km,Road – Stage,          Departure:,"    L'Alpe-d'Huez (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,17-07-1979,19º stage Distance:,162 km,Road – Stage,          Departure:,"    L'Alpe-d'Huez (Rhone-Alpes), France ",              Arrival:,"Saint-Priest (Rhone-Alpes), France",,,
,Date:,18-07-1979,20º stage Distance:,239.6 km,Road – Stage,          Departure:,"    Saint-Priest (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,19-07-1979,21º stage Distance:,48.8 km,Road – Individual Time Trial,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,20-07-1979,22º stage Distance:,189 km,Road – Stage,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Auxerre (Bourgogne), France",,,
,Date:,21-07-1979,23º stage Distance:,205 km,Road – Stage,          Departure:,"    Auxerre (Bourgogne), France ",              Arrival:,"Nogent-sur-Marne (Ile-de-France), France",,,
,Date:,22-07-1979,24º stage Distance:,180.3 km,Road – Stage,          Departure:,"    Le Perreux-Sur-Marne (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1979, Distance:,3720 km,Classification – Road – Young Rider Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1979, Distance:,3720 km,Classification – Road – General Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1979, Distance:,3720 km,Classification – Road – Mountains Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,22-07-1979, Distance:,3720 km,Classification – Road – Points Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,29-06-1978,Prologue  Distance:,5.2 km,Road – Prologue,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Leiden (Zuid-Holland), The Netherlands",,,
,Date:,30-06-1978,1º stage part  a Distance:,135 km,Road – Stage,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Sint Willebrord (Noord-Brabant), The Netherlands",,,
,Date:,30-06-1978,1º stage part  b Distance:,100 km,Road – Stage,          Departure:,"    Sint Willebrord (Noord-Brabant), The Netherlands ",              Arrival:,"Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,01-07-1978,2º stage Distance:,199 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Saint-Amand-les-Eaux (Nord-Pas-de-Calais), France",,,
,Date:,02-07-1978,3º stage Distance:,243.5 km,Road – Stage,          Departure:,"    Saint-Amand-les-Eaux (Nord-Pas-de-Calais), France ",              Arrival:,"Saint-Germain-en-Laye (Ile-de-France), France",,,
,Date:,03-07-1978,4º stage Distance:,153 km,Road – Team Time Trial,          Departure:,"    Évreux (Haute-Normandie), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,04-07-1978,5º stage Distance:,244 km,Road – Stage,          Departure:,"    Caen (Basse-Normandie), France ",              Arrival:,"Mazé (Pays de la Loire), France",,,
,Date:,05-07-1978,6º stage Distance:,162 km,Road – Stage,          Departure:,"    Mazé (Pays de la Loire), France ",              Arrival:,"Poitiers (Poitou-Charentes), France",,,
,Date:,06-07-1978,7º stage Distance:,242 km,Road – Stage,          Departure:,"    Poitiers (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,07-07-1978,8º stage Distance:,59.3 km,Road – Individual Time Trial,          Departure:,"    Saint-Émilion (Aquitaine), France ",              Arrival:,"Sainte-Foy-la-Grande (Aquitaine), France",,,
,Date:,08-07-1978,9º stage Distance:,233 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Biarritz (Aquitaine), France",,,
,Date:,10-07-1978,10º stage Distance:,191.5 km,Road – Stage,          Departure:,"    Biarritz (Aquitaine), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,11-07-1978,11º stage Distance:,161 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Saint-Lary-Soulan (Midi-Pyrenees), France",,,
,Date:,12-07-1978,12º stage part  a Distance:,158 km,Road – Stage,          Departure:,"    Tarbes (Midi-Pyrenees), France ",              Arrival:,"Valence-d'Agen (Midi-Pyrenees), France",,,
,Date:,12-07-1978,12º stage part  b Distance:,96 km,Road – Stage,          Departure:,"    Valence-d'Agen (Midi-Pyrenees), France ",              Arrival:,"Toulouse (Midi-Pyrenees), France",,,
,Date:,13-07-1978,13º stage Distance:,221.5 km,Road – Stage,          Departure:,"    Figeac (Midi-Pyrenees), France ",              Arrival:,"Super Besse (Auvergne), France",,,
,Date:,14-07-1978,14º stage Distance:,52.5 km,Road – Individual Time Trial,          Departure:,"    Besse-en-Chandesse (Auvergne), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,15-07-1978,15º stage Distance:,196 km,Road – Stage,          Departure:,"    Saint-Dier-d'Auvergne (Auvergne), France ",              Arrival:,"Saint-Etienne (Pays de la Loire), France",,,
,Date:,16-07-1978,16º stage Distance:,240.5 km,Road – Stage,          Departure:,"    Saint-Étienne (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,18-07-1978,17º stage Distance:,225 km,Road – Stage,          Departure:,"    Grenoble (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,19-07-1978,18º stage Distance:,137.5 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Lausanne (Vaud), Switzerland",,,
,Date:,20-07-1978,19º stage Distance:,181.5 km,Road – Stage,          Departure:,"    Lausanne (Vaud), Switzerland ",              Arrival:,"Belfort (Franche-Comte), France",,,
,Date:,21-07-1978,20º stage Distance:,72 km,Road – Individual Time Trial,          Departure:,"    Metz (Lorraine), France ",              Arrival:,"Nancy (Lorraine), France",,,
,Date:,22-07-1978,21º stage Distance:,207.5 km,Road – Stage,          Departure:,"    Epernay (Rhone-Alpes), France ",              Arrival:,"Senlis (Picardie), France",,,
,Date:,23-07-1978,22º stage Distance:,161.5 km,Road – Stage,          Departure:,"    Saint-Germain-en-Laye (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,23-07-1978, Distance:,3919 km,Classification – Road – Points Classification,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,23-07-1978, Distance:,3919 km,Classification – Road – General Classification,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,23-07-1978, Distance:,3919 km,Classification – Road – Mountains Classification,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,23-07-1978, Distance:,3919 km,Classification – Road – Young Rider Classification,          Departure:,"    Leiden (Zuid-Holland), The Netherlands ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,30-06-1977,Prologue  Distance:,5 km,Road – Prologue,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,01-07-1977,1º stage Distance:,237 km,Road – Stage,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Auch (Midi-Pyrenees), France",,,
,Date:,02-07-1977,2º stage Distance:,253 km,Road – Stage,          Departure:,"    Auch (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,03-07-1977,3º stage Distance:,248.2 km,Road – Stage,          Departure:,"    Oloron-Sainte-Marie (Aquitaine), France ",              Arrival:,"Vitoria (Pais Vasco), Spain",,,
,Date:,04-07-1977,4º stage Distance:,256 km,Road – Stage,          Departure:,"    Vitoria (Pais Vasco), Spain ",              Arrival:,"Seignosse (Aquitaine), France",,,
,Date:,05-07-1977,5º stage part  a Distance:,138.5 km,Road – Stage,          Departure:,"    Morcenx (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,05-07-1977,5º stage part  b Distance:,30.2 km,Road – Individual Time Trial,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,07-07-1977,6º stage Distance:,225.5 km,Road – Stage,          Departure:,"    Bordeaux (Aquitaine), France ",              Arrival:,"Limoges (Limousin), France",,,
,Date:,08-07-1977,7º stage part  a Distance:,139.5 km,Road – Stage,          Departure:,"    Jaunay-Clan (Poitou-Charentes), France ",              Arrival:,"Angers (Pays de la Loire), France",,,
,Date:,08-07-1977,7º stage part  b Distance:,4 km,Road – Team Time Trial,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Angers (Pays de la Loire), France",,,
,Date:,09-07-1977,8º stage Distance:,246.5 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Lorient (Bretagne), France",,,
,Date:,10-07-1977,9º stage Distance:,187 km,Road – Stage,          Departure:,"    Lorient (Bretagne), France ",              Arrival:,"Rennes (Bretagne), France",,,
,Date:,11-07-1977,10º stage Distance:,174 km,Road – Stage,          Departure:,"    Bagnoles-de-l'Orne (Basse-Normandie), France ",              Arrival:,"Rouen (Haute-Normandie), France",,,
,Date:,12-07-1977,11º stage Distance:,"242,5 km",Road – Stage,          Departure:,"    Rouen (Haute-Normandie), France ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,13-07-1977,12º stage Distance:,192.5 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Charleroi (Hainaut), Belgium",,,
,Date:,15-07-1977,13º stage part  a Distance:,46 km,Road – Stage,          Departure:,"    Freiburg im Breisgau (Baden-Wurttemberg), Germany ",              Arrival:,"Freiburg im Breisgau (Baden-Wurttemberg), Germany",,,
,Date:,15-07-1977,13º stage part  b Distance:,159.5 km,Road – Stage,          Departure:,"    Altkirch (Alsace), France ",              Arrival:,"Besançon (Franche-Comte), France",,,
,Date:,16-07-1977,14º stage Distance:,230 km,Road – Stage,          Departure:,"    Besançon (Franche-Comte), France ",              Arrival:,"Thonon-les-Bains (Rhone-Alpes), France",,,
,Date:,17-07-1977,15º stage part  a Distance:,105 km,Road – Stage,          Departure:,"    Thonon-les-Bains (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,17-07-1977,15º stage part  b Distance:,14 km,Road – Individual Time Trial,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Avoriaz (Rhone-Alpes), France",,,
,Date:,18-07-1977,16º stage Distance:,121 km,Road – Stage,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Chamonix (Rhone-Alpes), France",,,
,Date:,19-07-1977,17º stage Distance:,184.5 km,Road – Stage,          Departure:,"    Chamonix (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,20-07-1977,18º stage Distance:,199.5 km,Road – Stage,          Departure:,"    Rossignol (Aquitaine), France ",              Arrival:,"Saint-Étienne (Rhone-Alpes), France",,,
,Date:,21-07-1977,19º stage Distance:,171.5 km,Road – Stage,          Departure:,"    Saint-Trivier (Rhone-Alpes), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,22-07-1977,20º stage Distance:,50 km,Road – Individual Time Trial,          Departure:,"    Dijon (Bourgogne), France ",              Arrival:,"Dijon (Bourgogne), France",,,
,Date:,23-07-1977,21º stage Distance:,141.5 km,Road – Stage,          Departure:,"    Montereau (Centre), France ",              Arrival:,"Versailles (Ile-de-France), France",,,
,Date:,24-07-1977,22º stage part  a Distance:,6 km,Road – Individual Time Trial,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1977,22º stage part  b Distance:,90.7 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1977, Distance:,4092 km,Classification – Road – Mountains Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1977, Distance:,4092 km,Classification – Road – General Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1977, Distance:,4092 km,Classification – Road – Points Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-07-1977, Distance:,4092 km,Classification – Road – Young Rider Classification,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,24-06-1976,Prologue  Distance:,8 km,Road – Prologue,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Saint-Jean-de-Monts (Pays de la Loire), France",,,
,Date:,25-06-1976,1º stage Distance:,173 km,Road – Stage,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Angers (Pays de la Loire), France",,,
,Date:,26-06-1976,2º stage Distance:,236.5 km,Road – Stage,          Departure:,"    Angers (Pays de la Loire), France ",              Arrival:,"Caen (Basse-Normandie), France",,,
,Date:,27-06-1976,3º stage Distance:,37 km,Road – Individual Time Trial,          Departure:,"    Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Le Touquet-Paris-Plage (Nord-Pas-de-Calais), France",,,
,Date:,28-06-1976,4º stage Distance:,258 km,Road – Stage,          Departure:,"    Le Touquet (Nord-Pas-de-Calais), France ",              Arrival:,"Bornem (Antwerpen), Belgium",,,
,Date:,29-06-1976,5º stage part  a Distance:,"4,3 km",Road – Team Time Trial,          Departure:,"    Leuven (Vlaams-Brabant), Belgium ",              Arrival:,"Leuven (Vlaams-Brabant), Belgium",,,
,Date:,29-06-1976,5º stage part  b Distance:,144 km,Road – Stage,          Departure:,"    Leuven (Vlaams-Brabant), Belgium ",              Arrival:,"Verviers (Liege), Belgium",,,
,Date:,30-06-1976,6º stage Distance:,209 km,Road – Stage,          Departure:,"    Bastogne (Luxembourg), Belgium ",              Arrival:,"Nancy (Lorraine), France",,,
,Date:,01-07-1976,7º stage Distance:,"205,5 km",Road – Stage,          Departure:,"    Nancy (Lorraine), France ",              Arrival:,"Mulhouse (Alsace), France",,,
,Date:,02-07-1976,8º stage Distance:,220.5 km,Road – Stage,          Departure:,"    Valentigney (Franche-Comte), France ",              Arrival:,"Divonne-les-Bains (Rhone-Alpes), France",,,
,Date:,04-07-1976,9º stage Distance:,258 km,Road – Stage,          Departure:,"    Divonne-les-Bains (Rhone-Alpes), France ",              Arrival:,"L'Alpe-d'Huez (Rhone-Alpes), France",,,
,Date:,05-07-1976,10º stage Distance:,166 km,Road – Stage,          Departure:,"    Le Bourg-d'Oisans (Rhone-Alpes), France ",              Arrival:,"Montgenèvre (Provence-Alpes-Cote d'Azur), France",,,
,Date:,06-07-1976,11º stage Distance:,224 km,Road – Stage,          Departure:,"    Montgenèvre (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Manosque (Provence-Alpes-Cote d'Azur), France",,,
,Date:,08-07-1976,12º stage Distance:,205.5 km,Road – Stage,          Departure:,"    Le Barcarès (Languedoc-Roussillon), France ",              Arrival:,,Category UCI:,,
,Date:,09-07-1976,13º stage Distance:,188 km,Road – Stage,          Departure:,"    Font Romeu Ermitage (Languedoc-Roussillon), France ",              Arrival:,"Saint-Gaudens (Midi-Pyrenees), France",,,
,Date:,10-07-1976,14º stage Distance:,139 km,Road – Stage,          Departure:,"    Saint-Gaudens (Midi-Pyrenees), France ",              Arrival:,"Saint-Lary-Soulan (Midi-Pyrenees), France",,,
,Date:,11-07-1976,15º stage Distance:,195 km,Road – Stage,          Departure:,"    Saint-Lary (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,12-07-1976,16º stage Distance:,152 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,13-07-1976,17º stage Distance:,38.75 km,Road – Individual Time Trial,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Auch (Midi-Pyrenees), France",,,
,Date:,14-07-1976,18º stage part  a Distance:,86 km,Road – Stage,          Departure:,"    Auch (Midi-Pyrenees), France ",              Arrival:,"Langon (Aquitaine), France",,,
,Date:,14-07-1976,18º stage part  b Distance:,123 km,Road – Stage,          Departure:,"    Langon (Aquitaine), France ",              Arrival:,"Langon (Aquitaine), France",,,
,Date:,14-07-1976,18º stage part  c Distance:,70.5 km,Road – Stage,          Departure:,"    Lacanau-Océan (Aquitaine), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,15-07-1976,19º stage Distance:,219.5 km,Road – Stage,          Departure:,"    Sainte-Foy-la-Grande (Aquitaine), France ",              Arrival:,"Tulle (Limousin), France",,,
,Date:,16-07-1976,20º stage Distance:,220 km,Road – Stage,          Departure:,"    Tulle (Limousin), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,17-07-1976,21º stage Distance:,145.5 km,Road – Stage,          Departure:,"    Montargis (Centre), France ",              Arrival:,"Versailles (Ile-de-France), France",,,
,Date:,18-07-1976,22º stage part  a Distance:,6 km,Road – Individual Time Trial,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1976,22º stage part  b Distance:,90.7 km,Road – Stage,          Departure:,"    Paris (Ile-de-France), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1976, Distance:,4016 km,Classification – Road – Young Rider Classification,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1976, Distance:,4016 km,Classification – Road – Points Classification,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1976, Distance:,4016 km,Classification – Road – General Classification,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,18-07-1976, Distance:,4016 km,Classification – Road – Mountains Classification,          Departure:,"    Saint-Jean-de-Monts (Pays de la Loire), France ",              Arrival:,"Paris (Ile-de-France), France",,,
,Date:,26-06-1975,Prologue  Distance:,6.250 km,Road – Prologue,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Charleroi (Hainaut), Belgium",,,
,Date:,27-06-1975,1º stage part  a Distance:,94 km,Road – Stage,          Departure:,"    Charleroi (Hainaut), Belgium ",              Arrival:,"Molenbeek (Brussels Hoofdstedelijk Gewest), Belgium",,,
,Date:,27-06-1975,1º stage part  b Distance:,103.5 km,Road – Stage,          Departure:,"    Brussel/Bruxelles (Brussels Hoofdstedelijk Gewest), Belgium ",              Arrival:,"Roubaix (Nord-Pas-de-Calais), France",,,
,Date:,28-06-1975,2º stage Distance:,121.5 km,Road – Stage,          Departure:,"    Roubaix (Nord-Pas-de-Calais), France ",              Arrival:,"Amiens (Picardie), France",,,
,Date:,29-06-1975,3º stage Distance:,169.5 km,Road – Stage,          Departure:,"    Amiens (Picardie), France ",              Arrival:,"Versailles (Ile-de-France), France",,,
,Date:,30-06-1975,4º stage Distance:,223 km,Road – Stage,          Departure:,"    Versailles (Ile-de-France), France ",              Arrival:,"Le Mans (Pays de la Loire), France",,,
,Date:,01-07-1975,5º stage Distance:,222.5 km,Road – Stage,          Departure:,"    Sablé-sur-Sarthe (Pays de la Loire), France ",              Arrival:,"Merlin-Plage (Nord-Pas-de-Calais), France",,,
,Date:,02-07-1975,6º stage Distance:,16 km,Road – Individual Time Trial,          Departure:,"    Merlin-Plage (Nord-Pas-de-Calais), France ",              Arrival:,"Merlin-Plage (Nord-Pas-de-Calais), France",,,
,Date:,03-07-1975,7º stage Distance:,235.5 km,Road – Stage,          Departure:,"    Croix-de-Vie (Pays de la Loire), France ",              Arrival:,"Angoulême (Poitou-Charentes), France",,,
,Date:,04-07-1975,8º stage Distance:,134 km,Road – Stage,          Departure:,"    Angoulême (Poitou-Charentes), France ",              Arrival:,"Bordeaux (Aquitaine), France",,,
,Date:,05-07-1975,9º stage part  a Distance:,131 km,Road – Stage,          Departure:,"    Langon (Aquitaine), France ",              Arrival:,"Fleurance (Midi-Pyrenees), France",,,
,Date:,05-07-1975,9º stage part  b Distance:,37.4 km,Road – Individual Time Trial,          Departure:,"    Fleurance (Midi-Pyrenees), France ",              Arrival:,"Auch (Midi-Pyrenees), France",,,
,Date:,07-07-1975,10º stage Distance:,206 km,Road – Stage,          Departure:,"    Auch (Midi-Pyrenees), France ",              Arrival:,"Pau (Aquitaine), France",,,
,Date:,08-07-1975,11º stage Distance:,160 km,Road – Stage,          Departure:,"    Pau (Aquitaine), France ",              Arrival:,"Saint-Lary-Soulan (Midi-Pyrenees), France",,,
,Date:,09-07-1975,12º stage Distance:,242 km,Road – Stage,          Departure:,"    Tarbes (Midi-Pyrenees), France ",              Arrival:,"Albi (Midi-Pyrenees), France",,,
,Date:,10-07-1975,13º stage Distance:,260 km,Road – Stage,          Departure:,"    Albi (Midi-Pyrenees), France ",              Arrival:,"Super-Lioran (Limousin), France",,,
,Date:,11-07-1975,14º stage Distance:,173.5 km,Road – Stage,          Departure:,"    Aurillac (Auvergne), France ",              Arrival:,"Puy de Dôme (Auvergne), France",,,
,Date:,13-07-1975,15º stage Distance:,217.5 km,Road – Stage,          Departure:,"    Nice (Provence-Alpes-Cote d'Azur), France ",              Arrival:,"Pra-Loup (Provence-Alpes-Cote d'Azur), France",,,
,Date:,14-07-1975,16º stage Distance:,107 km,Road – Stage,          Departure:,"    Barcelonnette (Provence-Alpes-Cote d'Azur), France ",              Arrival:,,Category UCI:,,
,Date:,15-07-1975,17º stage Distance:,225 km,Road – Stage,          Departure:,"    Valloire (Rhone-Alpes), France ",              Arrival:,"Morzine (Rhone-Alpes), France",,,
,Date:,16-07-1975,18º stage Distance:,40 km,Road – Individual Time Trial,          Departure:,"    Morzine (Rhone-Alpes), France ",              Arrival:,"Chatel (Franche-Comte), France",,,
,Date:,17-07-1975,19º stage Distance:,229 km,Road – Stage,          Departure:,"    Thonon-les-Bains (Rhone-Alpes), France ",              Arrival:,"Chalon-sur-Saône (Bourgogne), France",,,
